#def REPORTPATH=$/QAD Addons/BI Report/xxpcwoip
#def :end
"年份";"期间";"地点代码";"地点说明";"父件代码";"父件说明";"子件代码";"子件说明";"领料数量"
2009;7;"2000";"宁波提爱思(保税区）";"2WA327-NC";"2WA327-NC过程物料 ";"9.17.01";"束带（3CM*180M 卷） 包裁片用";-43
2009;7;"2000";"宁波提爱思(保税区）";"2WA327-NC-ALL";"2WA327-NC-ALL过程物料 ";"8.12.01.00";"2WN机种327色已画皮革 327色";0
2009;7;"2000";"宁波提爱思(保税区）";"2WA327-S91";"2WA327-S91过程物料 ";"8.12.03.01";"TPU464 ORG 327色 2WA-1号TPU";-340.5
2009;7;"2000";"宁波提爱思(保税区）";"2WA327-S91";"2WA327-S91过程物料 ";"8.12.03.02";"TPU458 ORG 327色 2WA-2号TPU";-90.9
2009;7;"2000";"宁波提爱思(保税区）";"2WA327-S91";"2WA327-S91过程物料 ";"8.12.03.03";"TPU458-3T 327色 2WA-3号TPU";-1113.91
2009;7;"2000";"宁波提爱思(保税区）";"2WA327-S91";"2WA327-S91过程物料 ";"8.12.03.04";"TPU464-3T 327色 2WA-4号TPU";-291.6
2009;7;"2000";"宁波提爱思(保税区）";"2WA327-S91";"2WA327-S91过程物料 ";"8.12.04.01";"CABRON3T458 327色 2WA-1号CABRON";-926.15
2009;7;"2000";"宁波提爱思(保税区）";"2WA327-S91";"2WA327-S91过程物料 ";"8.12.08.01";"WADDING 10T2层(SOFT) 2WA-1号海绵";-1575.6
2009;7;"2000";"宁波提爱思(保税区）";"2WA327-S91";"2WA327-S91过程物料 ";"8.12.08.02";"WADDING 8T2层(SOFT) 2WA-2号海绵";-1595.1
2009;7;"2000";"宁波提爱思(保税区）";"2WA327-S91";"2WA327-S91过程物料 ";"8.12.08.03";"WADDING 3T2层 2WA-3号海绵";-3003.7
2009;7;"2000";"宁波提爱思(保税区）";"2WA327-S91";"2WA327-S91过程物料 ";"8.12.09.01";"2WA-1号NPP200,327色 ";-2629
2009;7;"2000";"宁波提爱思(保税区）";"2WA327-S91";"2WA327-S91过程物料 ";"8.12.09.02";"2WA-1号NPP300,327色 2WA-2号NPP";-986.57
2009;7;"2000";"宁波提爱思(保税区）";"2WA327-S91";"2WA327-S91过程物料 ";"8.12.19.01";"KANAKIN 白纱布 2WA-1号纱布";-159.1
2009;7;"2000";"宁波提爱思(保税区）";"2WA327-S91";"2WA327-S91过程物料 ";"9.01.02";"PE膜0.03*50mm PE膜";-213.74
2009;7;"2000";"宁波提爱思(保税区）";"2WA327-S91";"2WA327-S91过程物料 ";"9.01.03";"PE膜长2200mm PE膜长(保税区）";-109.6
2009;7;"2000";"宁波提爱思(保税区）";"2WA327-S91";"2WA327-S91过程物料 ";"9.02.02";"带孔纸1750mm 带孔纸";-11
2009;7;"2000";"宁波提爱思(保税区）";"2ZH167-NC";"2ZH167-NC裁断过程物料 ";"8.13.01.01";"2ZH-167-画皮 ";-82379
2009;7;"2000";"宁波提爱思(保税区）";"2ZH167-NC";"2ZH167-NC裁断过程物料 ";"8.13.01.01FJ";"2ZH机种167色已画救济皮革 ";-143.1
2009;7;"2000";"宁波提爱思(保税区）";"2ZH400-NC";"2ZH400-NC过程物料 ";"8.13.01.02";"2ZH-400-画皮 ";-117985.9
2009;7;"2000";"宁波提爱思(保税区）";"2ZH400-NC";"2ZH400-NC过程物料 ";"8.13.01.02FJ";"2ZH机种400色已画救济皮革 ";-1424.9
2009;7;"2000";"宁波提爱思(保税区）";"8.12.01.00";"2WN机种327色已画皮革 327色";"8.12.01.00A";"2WA机种1号原皮327色 ";-428017.9
2009;7;"2000";"宁波提爱思(保税区）";"8.12.01.00FJ";"2WA机种327色已画救济皮革 ";"8.12.01.00J";"2WA机种327色原皮救济皮革 ";-8854.8
2009;7;"2000";"宁波提爱思(保税区）";"8.13.01.01";"2ZH-167-画皮 ";"8.13.01.01A";"2ZH机种167色原皮 ";-83098.4
2009;7;"2000";"宁波提爱思(保税区）";"8.13.01.02";"2ZH-400-画皮 ";"8.13.01.02A";"2ZH机种400色原皮 ";-120337.9
2009;7;"2000";"宁波提爱思(保税区）";"8.13.01.02FJ";"2ZH机种400色已画救济皮革 ";"8.13.01.02J";"2ZH机种400色原皮救济皮革 ";-610.8
2009;7;"2000";"宁波提爱思(保税区）";"IntierFix-S91";"IntierFix-S91过程物料 ";"8.10.05.01";"6.35MM INTIER-1号PVC";-9.75
2009;7;"2000";"宁波提爱思(保税区）";"IntierFix-S91";"IntierFix-S91过程物料 ";"8.10.08.01";"12.7mm INTIER-1号海绵";-2.2
2009;7;"2000";"宁波提爱思(保税区）";"IntierFix-S91";"IntierFix-S91过程物料 ";"8.10.08.03";"6.35mm INTIER-3号海绵";-3
2009;7;"2000";"宁波提爱思(保税区）";"IntierFix-S91";"IntierFix-S91过程物料 ";"8.10.09.01";" INTIER-1号地毯";-4.02
2009;7;"2000";"宁波提爱思(保税区）";"IntierFix-S91";"IntierFix-S91过程物料 ";"8.10.10.02";"3mm INTIER-2号MILLENNIUM";-1.7
2009;7;"2000";"宁波提爱思(保税区）";"IntierFix-S91";"IntierFix-S91过程物料 ";"8.10.11.01";"6.35mm INTIER-1号PREEERRED";-1.51
2009;7;"3000";"嘉兴大友委外地点";"2.12.01.02.00";"2WA-327色FB-L部位 ";"3.12.01.02.00";"2WA-327色皮裁片FB-L组合 ";-2300
2009;7;"3000";"嘉兴大友委外地点";"2.12.01.03.00";"2WA-327色FB-R部位 ";"3.12.01.03.00";"2WA-327色皮裁片FB-R组合 ";-2300
2009;7;"3000";"嘉兴大友委外地点";"2.12.01.05.00";"2WA-327色FC-L部位 ";"3.12.01.05.00";"2WA-327色皮裁片FC-L组合 ";-2420
2009;7;"3000";"嘉兴大友委外地点";"2.12.01.06.00";"2WA-327色FC-R部位 ";"3.12.01.06.00";"2WA-327色皮裁片FC-R组合 ";-2340
2009;7;"3000";"嘉兴大友委外地点";"2.12.01.08.00";"2WA-327色RB-L部位 ";"3.12.01.08.00";"2WA-327色皮裁片RB-L组合 ";-4810
2009;7;"3000";"嘉兴大友委外地点";"2.12.01.09.00";"2WA-327色RB-R部位 ";"3.12.01.09.00";"2WA-327色皮裁片RB-R组合 ";-4810
2009;7;"3000";"嘉兴大友委外地点";"2.12.01.11.00";"2WA-327色RC-L部位 ";"3.12.01.11.00";"2WA-327色皮裁片RC-L组合 ";-4810
2009;7;"3000";"嘉兴大友委外地点";"2.12.01.12.00";"2WA-327色RC-R部位 ";"3.12.01.12.00";"2WA-327色皮裁片RC-R组合 ";-4810
2009;7;"3000";"嘉兴大友委外地点";"2.12.01.16.00";"2WA-327色CTR部位 ";"3.12.01.16.00";"2WA-327NC,CTR组合 ";-4810
2009;7;"3000";"嘉兴大友委外地点";"2.12.01.17.00";"2WA-327色RAR部位 ";"3.12.01.17.00";"2WA-327NC,RAR组合 ";-4810
2009;7;"3000";"嘉兴大友委外地点";"2.14.01.02.00";"2WA-327色FB-L部位(H6) ";"3.12.01.02.00";"2WA-327色皮裁片FB-L组合 ";-2510
2009;7;"3000";"嘉兴大友委外地点";"2.14.01.03.00";"2WA-327色FB-R部位(H6) ";"3.12.01.03.00";"2WA-327色皮裁片FB-R组合 ";-2510
2009;7;"3000";"嘉兴大友委外地点";"2.14.01.05.00";"2WA-327色FC-L部位(H6) ";"3.12.01.05.00";"2WA-327色皮裁片FC-L组合 ";-2560
2009;7;"3000";"嘉兴大友委外地点";"2.14.01.06.00";"2WA-327色FC-R部位(H6) ";"3.12.01.06.00";"2WA-327色皮裁片FC-R组合 ";-2510
