
工单号             工单标志   工序 项目号                   订购数       合格数       报废数
G0902A00237-22     787299       35 UK32-485550-1              27.0         27.0          0.0
G0902A00237-22     787299       50 UK32-485550-1              27.0         27.0          0.0
G0902A00237-22     787299       55 UK32-485550-1              27.0         27.0          0.0
G0902A0024-11      760478        5 32-485014                  24.0         24.0          0.0
G0902A0024-11      760478       10 32-485014                  24.0         24.0          0.0
G0902A0024-11      760478       11 32-485014                  24.0         22.0          2.0
G0902A0024-11      760478       12 32-485014                  22.0         22.0          0.0
G0902A0024-11      760478       13 32-485014                  22.0         22.0          0.0
G0902A0024-11      760478       15 32-485014                  22.0         22.0          0.0
G0902A0024-11      760478       20 32-485014                  22.0         22.0          0.0
G0902A0024-11      760478       22 32-485014                  22.0          0.0          0.0
G0902A0024-11      760478       25 32-485014                  22.0          0.0          0.0
G0902A00244-11     792587        5 US32-401111                24.0         24.0          0.0
G0902A00244-11     792587       15 US32-401111                24.0         24.0          0.0
G0902A00244-11     792587       20 US32-401111                24.0         24.0          0.0
G0902A00244-11     792587       25 US32-401111                24.0         24.0          0.0
G0902A00244-11     792587       30 US32-401111                24.0         24.0          0.0
G0902A00244-11     792587       32 US32-401111                24.0         24.0          0.0
G0902A00244-11     792587       35 US32-401111                24.0          0.0          0.0
G0902A00244-11     792587       40 US32-401111                24.0          0.0          0.0
G0902A00245-11     792593       20 USRD-4562-40-12            14.0         14.0          0.0
G0902A00245-11     792593       25 USRD-4562-40-12            14.0         14.0          0.0
G0902A00245-11     792593       30 USRD-4562-40-12            14.0         14.0          0.0
G0902A00245-11     792593       35 USRD-4562-40-12            14.0          0.0          0.0
G0902A00247-11     792602       10 402601-R05                 12.0         12.0          0.0
G0902A00247-11     792602       15 402601-R05                 12.0         10.0          2.0
G0902A00247-11     792601       16 402601                     12.0         10.0          0.0
G0902A00247-11     792601       17 402601                     12.0         10.0          0.0
G0902A00247-11     792601       20 402601                     12.0         10.0          0.0
G0902A00247-11     792601       25 402601                     12.0          2.0          0.0
G0902A00247-11     792601       26 402601                     12.0          0.0          0.0
G0902A00247-11     792601       27 402601                     12.0          0.0          0.0
G0902A00247-11     792601       30 402601                     12.0          0.0          2.0
G0902A00247-11     792601       36 402601                     10.0          0.0          0.0
G0902A00269-11     794416        5 US31-158958                19.0         19.0          0.0
G0902A00269-11     794416       15 US31-158958                19.0         19.0          0.0
G0902A00269-11     794416       20 US31-158958                19.0          0.0          0.0
G0902A00272-11     795181       10 US32-486500                13.0         13.0          0.0
G0902A00272-11     795181       15 US32-486500                13.0         13.0          0.0
G0902A00272-11     795181       20 US32-486500                13.0         13.0          0.0
G0902A00272-11     795181       25 US32-486500                13.0         13.0          0.0
G0902A00272-11     795181       28 US32-486500                13.0         13.0          0.0
G0902A00272-11     795181       30 US32-486500                13.0         13.0          0.0
G0902A00272-11     795181       35 US32-486500                13.0         13.0          0.0
G0902A00272-11     795181       37 US32-486500                13.0         13.0          0.0
G0902A00272-11     795181       40 US32-486500                13.0         13.0          0.0
G0902A00272-11     795181       45 US32-486500                13.0         13.0          0.0
G0902A00272-11     795181       50 US32-486500                13.0         13.0          0.0
G0902A00272-11     795181       55 US32-486500                13.0         13.0          0.0
G0902A00272-11     795181       60 US32-486500                13.0         13.0          0.0
G0902A00272-11     795181       65 US32-486500                13.0          0.0          0.0
G0902A00272-11     795181       70 US32-486500                13.0          0.0          0.0
G0902A00274-11     795188        5 32-420137-R05               4.0          4.0          0.0
G0902A00274-11     795187        8 32-420137-R08               4.0          4.0          0.0
G0902A00274-11     795186       10 32-420137-R10               4.0          4.0          0.0
G0902A00274-11     795185       25 32-420137-R12               4.0          4.0          0.0
G0902A00274-11     795184       15 32-420137-R15               4.0          4.0          0.0
G0902A00274-11     795183       37 32-420137                   4.0          0.0          0.0
G0902A00274-11     795183       40 32-420137                   4.0          0.0          0.0
G0902A00274-11     795183       45 32-420137                   4.0          0.0          0.0
G0902A00274-11     795183       50 32-420137                   4.0          0.0          0.0
G0902A00274-11     795183       55 32-420137                   4.0          0.0          0.0
G0902A00276-11     795191        5 32-3412-59-00-R05          21.0          0.0          0.0
G0902A00276-11     795190       15 32-341259                  21.0          0.0          0.0
