
工单号             工单标志   工序 项目号                   订购数       合格数       报废数
G0903W20472-11     793750        5 31-600212-R25              13.0          0.0          0.0
G0903W20472-11     793750       10 31-600212-R25              13.0          0.0          0.0
G0903W20472-11     793749       29 31-600212                  13.0          0.0          0.0
G0903W20472-11     793749       30 31-600212                  13.0          0.0          0.0
G0903W20472-11     793749       35 31-600212                  13.0          0.0          0.0
G0903W20472-11     793749       40 31-600212                  13.0          0.0          0.0
G0903W20472-11     793749       45 31-600212                  13.0          0.0          0.0
G0903W20472-11     793749       55 31-600212                  13.0          0.0          0.0
G0903W20472-11     793749       58 31-600212                  13.0          0.0          0.0
G0903W20472-11     793749       60 31-600212                  13.0          0.0          0.0
G0903W20473-11     787629       15 31-600141-R09              84.0         84.0          0.0
G0903W20473-11     787628       25 31-600141                  84.0         84.0          0.0
G0903W20474-11     793763        5 31-600214-R05              12.0         12.0          0.0
G0903W20474-11     793762        5 31-600214-R10              12.0         12.0          0.0
G0903W20474-11     793762       10 31-600214-R10              12.0         12.0          0.0
G0903W20474-11     793761       13 31-600214-R13              12.0         12.0          0.0
G0903W20474-11     793760       15 31-600214-R15              12.0         12.0          0.0
G0903W20474-11     793759       20 31-600214-R20              12.0         12.0          0.0
G0903W20474-11     793758        5 31-600214-R25              12.0         12.0          0.0
G0903W20474-11     793758       10 31-600214-R25              12.0         12.0          0.0
G0903W20474-11     793757       29 31-600214                  12.0         12.0          0.0
G0903W20474-11     793757       30 31-600214                  12.0          0.0          0.0
G0903W20474-11     793757       35 31-600214                  12.0          0.0          0.0
G0903W20474-11     793757       40 31-600214                  12.0          0.0          0.0
G0903W20474-11     793757       45 31-600214                  12.0          0.0          0.0
G0903W20474-11     793757       55 31-600214                  12.0          0.0          0.0
G0903W20474-11     793757       58 31-600214                  12.0          0.0          0.0
G0903W20474-11     793757       60 31-600214                  12.0          0.0          0.0
G0903W20475-11     793769        5 32-3470-00-11-R05           8.0          8.0          0.0
G0903W20475-11     793769        8 32-3470-00-11-R05           8.0          0.0          0.0
G0903W20475-11     793766       10 32-3470-00-11               8.0          0.0          0.0
G0903W20475-11     793766       15 32-3470-00-11               8.0          0.0          0.0
G0903W20476-11     793771        5 32-3470-00-10-R05           8.0          0.0          0.0
G0903W20476-11     793770       10 32-3470-00-10               8.0          0.0          0.0
G0903W20476-11     793770       15 32-3470-00-10               8.0          0.0          0.0
G0903W20477-11     793774        5 31-100588-12-R05           10.0         10.0          0.0
G0903W20477-11     793774       10 31-100588-12-R05           10.0          0.0          0.0
G0903W20477-11     793773       10 31-100588-12-R15           10.0          0.0          0.0
G0903W20477-11     793772       15 31-100588-12               10.0          0.0          0.0
G0903W20477-11     793772       17 31-100588-12               10.0          0.0          0.0
G0903W20477-11     793772       20 31-100588-12               10.0          0.0          0.0
G0903W20478-11     787635       15 31-600142-R09              80.0         80.0          0.0
G0903W20478-11     787634       25 31-600142                  80.0         80.0          0.0
G0903W20479-11     793783        5 31-600216-R05              22.0         22.0          0.0
G0903W20479-11     793782        5 31-600216-R10              22.0         22.0          0.0
G0903W20479-11     793782       10 31-600216-R10              22.0         22.0          0.0
G0903W20479-11     793781       13 31-600216-R13              22.0         22.0          0.0
G0903W20479-11     793780       15 31-600216-R15              22.0         11.0          0.0
G0903W20479-11     793779       20 31-600216-R20              22.0          0.0          0.0
G0903W20479-11     793778        5 31-600216-R25              22.0          0.0          0.0
G0903W20479-11     793778       10 31-600216-R25              22.0          0.0          0.0
G0903W20479-11     793777       29 31-600216                  22.0          0.0          0.0
G0903W20479-11     793777       30 31-600216                  22.0          0.0          0.0
G0903W20479-11     793777       35 31-600216                  22.0          0.0          0.0
G0903W20479-11     793777       40 31-600216                  22.0          0.0          0.0
G0903W20479-11     793777       45 31-600216                  22.0          0.0          0.0
G0903W20479-11     793777       55 31-600216                  22.0          0.0          0.0
G0903W20479-11     793777       58 31-600216                  22.0          0.0          0.0
G0903W20479-11     793777       60 31-600216                  22.0          0.0          0.0
G0903W20480-11     793788        5 32-3471-22-03-R05          18.0         13.0          0.0
G0903W20480-11     793787       10 32-3471-22-03-R10          13.0         13.0          0.0
G0903W20480-11     793786       15 32-3471-22-03              13.0         13.0          0.0
G0903W20480-11     793786       25 32-3471-22-03              13.0          0.0          0.0
G0903W20480-11     793786       30 32-3471-22-03              13.0          0.0          0.0
G0903W20480-11     793786       35 32-3471-22-03              13.0          0.0          0.0
G0903W20480-11     793786       40 32-3471-22-03              13.0          0.0          0.0
G0903W20480-11     793786       45 32-3471-22-03              13.0          0.0          0.0
G0903W20481-11     793790        5 32-4672-49-15-R05          32.0         32.0          0.0
G0903W20481-11     793789       10 32-4672-49-15              32.0         32.0          0.0
G0903W20481-11     793789       15 32-4672-49-15              32.0         32.0          0.0
G0903W20481-11     793789       20 32-4672-49-15              32.0          0.0          0.0
G0903W20481-11     793789       25 32-4672-49-15              32.0          0.0          0.0
G0903W20482-11     793796        5 US31-1678-46-00AR2         14.0         12.0          0.0
G0903W20482-11     793795       10 US31-1678-46-00AR6         12.0         12.0          0.0
G0903W20482-11     793791       12 US31-1678-46-00A           12.0          0.0          0.0
G0903W20482-11     793791       15 US31-1678-46-00A           12.0          0.0          0.0
G0903W20482-11     793791       25 US31-1678-46-00A           12.0          0.0          0.0
G0903W20482-11     793791       30 US31-1678-46-00A           12.0          0.0          0.0
G0903W20483-11     793799        5 US31-1678-48-00AR2         14.0          7.0          0.0
G0903W20483-11     793798       10 US31-1678-48-00AR6          7.0          7.0          0.0
G0903W20483-11     793797       12 US31-1678-48-00A            7.0          7.0          0.0
G0903W20483-11     793797       15 US31-1678-48-00A            7.0          0.0          0.0
G0903W20483-11     793797       25 US31-1678-48-00A            7.0          0.0          0.0
G0903W20483-11     793797       30 US31-1678-48-00A            7.0          0.0          0.0
G0903W20483-12     808098        2 US31-1678-48-00AR1          7.0          7.0          0.0
G0903W20483-12     808096        5 US31-1678-48-00AR2          7.0          7.0          0.0
G0903W20483-12     808095       10 US31-1678-48-00AR6          7.0          7.0          0.0
G0903W20483-12     808094       12 US31-1678-48-00AR8          7.0          7.0          0.0
G0903W20483-12     808094       15 US31-1678-48-00AR8          7.0          7.0          0.0
